,Unnamed: 0_atm,交易日期,行权价_atm,成交量(手)_atm,到期剩余天数_atm,期权代码_atm,收盘价_atm,到期ETF收盘价_atm,现期ETF收盘价_atm,monthly_RV_atm,option_type_atm,期权收益率_atm,IV_atm,在值程度_atm,Unnamed: 0_otm,行权价_otm,成交量(手)_otm,到期剩余天数_otm,期权代码_otm,收盘价_otm,到期ETF收盘价_otm,现期ETF收盘价_otm,monthly_RV_otm,option_type_otm,期权收益率_otm,IV_otm,在值程度_otm,Return
10,23,2016-03-21,2.2,7381.0,37,10000590.SH,0.09,2.144,2.192,0.3059199954291365,put,-0.3063063063063058,0.3180299466487467,1,86,2.05,6963.0,37,10000582.SH,0.04,2.144,2.192,0.3059199954291365,put,-0.8108108108108109,0.3573914038662016,0.94,0.09729729729729811
11,25,2016-03-23,2.15,11092.0,35,10000584.SH,0.08,2.144,2.171,0.3008745172894996,put,-0.7928571428571451,0.3464017433759273,1,99,2.05,6118.0,35,10000582.SH,0.04,2.144,2.171,0.3008745172894996,put,-0.8571428571428571,0.3421552125821711,0.94,-0.7285714285714332
12,28,2016-03-28,2.1,10671.0,30,10000583.SH,0.06,2.144,2.121,0.2399740689438347,put,-1.0,0.2978329824697375,1,116,2.0,6997.0,30,10000581.SH,0.02,2.144,2.121,0.2399740689438347,put,-1.0,0.2717063723793625,0.94,-1.0
13,33,2016-04-05,2.15,1163.0,50,10000608.SH,0.09,2.074,2.175,0.2123783613207017,put,-0.0933333333333328,0.329987168853879,1,143,2.05,1384.0,50,10000606.SH,0.04,2.074,2.175,0.2123783613207017,put,-0.6,0.292531151967883,0.94,0.31200000000000094
14,35,2016-04-07,2.15,1456.0,48,10000608.SH,0.1,2.074,2.139,0.1881403198887826,put,-0.1499999999999995,0.3157084065001606,1,151,2.0,1995.0,48,10000612.SH,0.03,2.074,2.139,0.1881403198887826,put,-0.625,0.2784449721251429,0.94,0.053571428571429075
15,36,2016-04-08,2.1,1565.0,47,10000607.SH,0.07,2.074,2.124,0.1898234267456848,put,-0.4012158054711224,0.2792123219383061,1,153,2.0,2273.0,47,10000612.SH,0.03,2.074,2.124,0.1898234267456848,put,-0.6382978723404256,0.2662949885951877,0.94,-0.2234042553191451
16,40,2016-04-14,2.2,1408.0,41,10000609.SH,0.08,2.074,2.174,0.1755624323134291,put,0.4207317073170762,0.2376367320884466,1,163,2.05,3902.0,41,10000606.SH,0.02,2.074,2.174,0.1755624323134291,put,-0.7317073170731707,0.2315466901581883,0.94,0.8048780487804921
17,41,2016-04-15,2.2,2774.0,40,10000609.SH,0.08,2.074,2.178,0.1729909033239922,put,0.4312500000000031,0.2476465523131788,1,167,2.05,2791.0,40,10000606.SH,0.02,2.074,2.178,0.1729909033239922,put,-0.75,0.2382629381733537,0.94,0.8250000000000044
18,51,2016-04-29,2.15,15210.0,26,10000608.SH,0.06,2.074,2.135,0.1290755275562051,put,0.3076923076923091,0.2372777334924638,1,200,2.0,6474.0,26,10000612.SH,0.0074,2.074,2.135,0.1290755275562051,put,-1.1538461538461535,0.2176093430390357,0.94,0.5133079847908761
19,56,2016-05-09,2.05,6421.0,44,10000530.SH,0.06,2.124,2.071,0.1334306949169264,put,-0.6818181818181818,0.2547122621859311,1,229,1.95,6622.0,44,10000542.SH,0.02,2.124,2.071,0.1334306949169264,put,-0.6818181818181818,0.2317710419289469,0.94,-0.6818181818181818
20,57,2016-05-10,2.05,5895.0,43,10000530.SH,0.06,2.124,2.07,0.1286202117282052,put,-0.6976744186046512,0.2559160369899273,1,234,1.95,5219.0,43,10000542.SH,0.02,2.124,2.07,0.1286202117282052,put,-0.6976744186046512,0.2332944166784286,0.94,-0.6976744186046512
21,58,2016-05-11,2.05,2736.0,42,10000530.SH,0.05,2.124,2.077,0.1280584932120271,put,-0.7142857142857143,0.2329112782133817,1,239,1.95,2605.0,42,10000542.SH,0.02,2.124,2.077,0.1280584932120271,put,-0.7142857142857143,0.2430735074386,0.94,-0.7142857142857143
22,59,2016-05-12,2.05,6422.0,41,10000530.SH,0.05,2.124,2.083,0.1235453892961177,put,-0.7317073170731707,0.2444386915399432,1,244,1.95,5814.0,41,10000542.SH,0.02,2.124,2.083,0.1235453892961177,put,-0.7317073170731707,0.2520108618261218,0.94,-0.7317073170731707
23,60,2016-05-13,2.05,2658.0,40,10000530.SH,0.05,2.124,2.079,0.1235543441382964,put,-0.75,0.2412724943925738,1,249,1.95,2326.0,40,10000542.SH,0.02,2.124,2.079,0.1235543441382964,put,-0.75,0.2508674068924784,0.94,-0.75
24,61,2016-05-16,2.05,4394.0,37,10000530.SH,0.04,2.124,2.081,0.1144600816725471,put,-0.8108108108108109,0.2140901673617959,1,254,1.95,3696.0,37,10000542.SH,0.0135,2.124,2.081,0.1144600816725471,put,-0.8108108108108109,0.2254156402528285,0.94,-0.8108108108108109
25,62,2016-05-17,2.05,3914.0,36,10000530.SH,0.04,2.124,2.077,0.1132803719792121,put,-0.8333333333333334,0.210590780416727,1,259,1.95,3470.0,36,10000542.SH,0.012,2.124,2.077,0.1132803719792121,put,-0.8333333333333334,0.2149625405065417,0.94,-0.8333333333333334
26,63,2016-05-18,2.05,10467.0,35,10000530.SH,0.04,2.124,2.0780000000000003,0.1128100391320136,put,-0.8571428571428571,0.2149512156296968,1,264,1.95,6923.0,35,10000542.SH,0.0118,2.124,2.0780000000000003,0.1128100391320136,put,-0.8571428571428571,0.2175965876514315,0.94,-0.8571428571428571
27,64,2016-05-19,2.05,7438.0,34,10000530.SH,0.04,2.124,2.072,0.1083347721159044,put,-0.8823529411764706,0.2080473918912113,1,269,1.95,3760.0,34,10000542.SH,0.0107,2.124,2.072,0.1083347721159044,put,-0.8823529411764706,0.2071719789111018,0.94,-0.8823529411764706
28,65,2016-05-20,2.05,9004.0,33,10000530.SH,0.03,2.124,2.083,0.1096861199940402,put,-0.9090909090909092,0.1868783956512212,1,274,1.95,4072.0,33,10000542.SH,0.0075,2.124,2.083,0.1096861199940402,put,-0.9090909090909092,0.1976644467767477,0.94,-0.9090909090909091
29,66,2016-05-23,2.05,12986.0,30,10000530.SH,0.03,2.124,2.084,0.1087887918927282,put,-1.0,0.1969524100462794,1,279,1.95,5346.0,30,10000542.SH,0.0048,2.124,2.084,0.1087887918927282,put,-1.0,0.1832105660642385,0.94,-1.0
30,67,2016-05-24,2.05,10619.0,29,10000530.SH,0.03,2.124,2.069,0.1105511203327518,put,-1.0344827586206895,0.1744643040723204,1,284,1.95,3925.0,29,10000542.SH,0.0065,2.124,2.069,0.1105511203327518,put,-1.0344827586206895,0.1873971942199468,0.94,-1.0344827586206897
31,68,2016-05-25,2.05,14767.0,28,10000530.SH,0.03,2.124,2.074,0.1092715598572987,put,-1.0714285714285714,0.1862397918063997,1,289,1.95,3614.0,28,10000542.SH,0.0067,2.124,2.074,0.1092715598572987,put,-1.0714285714285714,0.1975396347129941,0.94,-1.0714285714285714
32,69,2016-05-26,2.05,27546.0,27,10000530.SH,0.02,2.124,2.074,0.1087584622615028,put,-1.1111111111111112,0.1426279294952153,1,294,1.95,9744.0,27,10000542.SH,0.0047,2.124,2.074,0.1087584622615028,put,-1.1111111111111112,0.1817550213665962,0.94,-1.1111111111111112
33,70,2016-05-27,2.05,15075.0,26,10000530.SH,0.02,2.124,2.0780000000000003,0.1081467439713327,put,-1.1538461538461535,0.151961773781538,1,299,1.95,5582.0,26,10000542.SH,0.0036,2.124,2.0780000000000003,0.1081467439713327,put,-1.1538461538461535,0.1765815792053937,0.94,-1.1538461538461537
34,72,2016-06-08,2.15,4128.0,49,10000640.SH,0.07,2.215,2.139,0.1286292843897991,put,-0.6122448979591837,0.2167112207006216,1,308,2.0,2528.0,49,10000637.SH,0.0128,2.215,2.139,0.1286292843897991,put,-0.6122448979591837,0.1956948718795776,0.94,-0.6122448979591837
35,80,2016-06-22,2.1,19815.0,35,10000639.SH,0.04,2.215,2.124,0.1571290369014585,put,-0.8571428571428571,0.2037752311130166,1,333,2.0,2934.0,35,10000637.SH,0.0089,2.215,2.124,0.1571290369014585,put,-0.8571428571428571,0.1893993132368921,0.94,-0.8571428571428571
36,84,2016-06-28,2.1,23180.0,29,10000639.SH,0.03,2.215,2.117,0.1645020508881977,put,-1.0344827586206895,0.1669941768869757,1,345,2.0,8183.0,29,10000637.SH,0.0051,2.215,2.117,0.1645020508881977,put,-1.0344827586206895,0.1686117269281149,0.94,-1.0344827586206897
37,85,2016-06-29,2.15,17463.0,28,10000640.SH,0.05,2.215,2.135,0.1664106278441188,put,-1.0714285714285714,0.1868033534409701,1,348,2.0,9104.0,28,10000637.SH,0.0031,2.215,2.135,0.1664106278441188,put,-1.0714285714285714,0.1666321384556293,0.94,-1.0714285714285714
38,86,2016-06-30,2.15,19988.0,27,10000640.SH,0.04,2.215,2.136,0.166419771304668,put,-1.1111111111111112,0.1489014940349757,1,352,2.0,6145.0,27,10000637.SH,0.0029,2.215,2.136,0.166419771304668,put,-1.1111111111111112,0.1678437810688018,0.94,-1.1111111111111112
39,88,2016-07-05,2.2,2165.0,50,10000654.SH,0.06,2.28,2.185,0.1293129840536298,put,-0.6,0.172929127609074,1,360,2.05,4947.0,50,10000651.SH,0.0093,2.28,2.185,0.1293129840536298,put,-0.6,0.1672067269439697,0.94,-0.6
40,89,2016-07-06,2.15,2698.0,49,10000653.SH,0.04,2.28,2.184,0.1292417818333741,put,-0.6122448979591837,0.183680965685606,1,364,2.05,3923.0,49,10000651.SH,0.0089,2.28,2.184,0.1292417818333741,put,-0.6122448979591837,0.1656818024744987,0.94,-0.6122448979591837
41,90,2016-07-07,2.2,2348.0,48,10000654.SH,0.06,2.28,2.189,0.1278286901087354,put,-0.625,0.1824064998082518,1,367,2.05,1911.0,48,10000651.SH,0.0101,2.28,2.189,0.1278286901087354,put,-0.625,0.1782135535633563,0.94,-0.625
42,91,2016-07-08,2.15,2385.0,47,10000653.SH,0.04,2.28,2.177,0.1274875670921251,put,-0.6382978723404256,0.1781729032159447,1,371,2.05,3052.0,47,10000651.SH,0.011,2.28,2.177,0.1274875670921251,put,-0.6382978723404256,0.1753433529339432,0.94,-0.6382978723404256
43,92,2016-07-11,2.2,3705.0,44,10000654.SH,0.06,2.28,2.188,0.1283103809915212,put,-0.6818181818181818,0.1878982306134104,1,374,2.05,3098.0,44,10000651.SH,0.008,2.28,2.188,0.1283103809915212,put,-0.6818181818181818,0.1717409692142009,0.94,-0.6818181818181818
44,93,2016-07-12,2.25,2673.0,43,10000656.SH,0.06,2.28,2.233,0.1436027439727203,put,-0.6976744186046512,0.1774628930423855,1,379,2.1,4501.0,43,10000652.SH,0.0093,2.28,2.233,0.1436027439727203,put,-0.6976744186046512,0.1738313030613064,0.94,-0.6976744186046512
45,94,2016-07-13,2.25,5333.0,42,10000656.SH,0.06,2.28,2.236,0.1100278145596378,put,-0.7142857142857143,0.184422268282026,1,384,2.1,5514.0,42,10000652.SH,0.0087,2.28,2.236,0.1100278145596378,put,-0.7142857142857143,0.1744969674013257,0.94,-0.7142857142857143
46,95,2016-07-14,2.25,4027.0,41,10000656.SH,0.06,2.28,2.233,0.1104462324933755,put,-0.7317073170731707,0.1812209640164375,1,389,2.1,3267.0,41,10000652.SH,0.008,2.28,2.233,0.1104462324933755,put,-0.7317073170731707,0.1695437046878338,0.94,-0.7317073170731707
47,96,2016-07-15,2.25,2225.0,40,10000656.SH,0.06,2.28,2.236,0.1104842190460664,put,-0.75,0.1884608981787562,1,394,2.1,1635.0,40,10000652.SH,0.0075,2.28,2.236,0.1104842190460664,put,-0.75,0.1706142035727501,0.94,-0.75
48,97,2016-07-18,2.25,3636.0,37,10000656.SH,0.06,2.28,2.228,0.1106562651702796,put,-0.8108108108108109,0.1802621045753658,1,399,2.1,1957.0,37,10000652.SH,0.0083,2.28,2.228,0.1106562651702796,put,-0.8108108108108109,0.1757095636883378,0.94,-0.8108108108108109
49,103,2016-07-26,2.2,17517.0,29,10000654.SH,0.03,2.28,2.227,0.1126939680565347,put,-1.0344827586206895,0.1760627806366681,1,424,2.1,6693.0,29,10000652.SH,0.0049,2.28,2.227,0.1126939680565347,put,-1.0344827586206895,0.1682631591397524,0.94,-1.0344827586206897
50,109,2016-08-11,2.2,12772.0,48,10000592.SH,0.03,2.219,2.2230000000000003,0.0765775972333862,put,-0.625,0.1353280330902338,1,460,2.1,8188.0,48,10000572.SH,0.0078,2.219,2.2230000000000003,0.0765775972333862,put,-0.625,0.1487321573238372,0.94,-0.625
51,111,2016-08-15,2.35,16249.0,44,10000668.SH,0.06,2.219,2.336,0.1403122103467914,put,0.8068181818181843,0.1734079314811527,1,479,2.2,25492.0,44,10000592.SH,0.0141,2.219,2.336,0.1403122103467914,put,-0.6818181818181818,0.1923450925180911,0.94,1.2641117052881794
52,114,2016-08-18,2.3,11145.0,41,10000600.SH,0.05,2.219,2.29,0.1483122109810934,put,0.4536585365853652,0.156496492888689,1,509,2.15,5691.0,41,10000574.SH,0.006,2.219,2.29,0.1483122109810934,put,-0.7317073170731707,0.1575913104565143,0.94,0.6152993348115292
53,116,2016-08-22,2.3,15589.0,37,10000600.SH,0.05,2.219,2.287,0.1496967577473616,put,0.5027027027027021,0.1584188013261854,1,529,2.15,3704.0,37,10000574.SH,0.0062,2.219,2.287,0.1496967577473616,put,-0.8108108108108109,0.1645726797990799,0.94,0.68863383931877
54,117,2016-08-23,2.3,16053.0,36,10000600.SH,0.05,2.219,2.29,0.1450941963093906,put,0.516666666666666,0.1656817428698838,1,539,2.15,5061.0,36,10000574.SH,0.0055,2.219,2.29,0.1450941963093906,put,-0.8333333333333334,0.1636188867502809,0.94,0.6835205992509354
55,118,2016-08-24,2.3,22526.0,35,10000600.SH,0.06,2.219,2.28,0.1465545883034675,put,0.2999999999999995,0.1847739951149821,1,549,2.15,7098.0,35,10000574.SH,0.0063,2.219,2.28,0.1465545883034675,put,-0.8571428571428571,0.1639676929571032,0.94,0.43575418994413356
56,122,2016-08-30,2.25,19108.0,29,10000596.SH,0.03,2.219,2.276,0.1408335323535091,put,0.0344827586206945,0.1707620826224982,1,587,2.15,5677.0,29,10000574.SH,0.0043,2.219,2.276,0.1408335323535091,put,-1.0344827586206895,0.1580658824009299,0.94,0.21333691131088697
57,123,2016-08-31,2.3,18690.0,28,10000600.SH,0.05,2.219,2.2840000000000003,0.1390309323168466,put,0.6642857142857135,0.1730349854052663,1,596,2.15,7063.0,28,10000574.SH,0.0036,2.219,2.2840000000000003,0.1390309323168466,put,-1.0714285714285714,0.1604058403755426,0.94,0.7989532019704423
58,125,2016-09-02,2.25,18469.0,26,10000596.SH,0.03,2.219,2.279,0.1423068228952286,put,0.0384615384615439,0.1845236557320952,1,615,2.15,2780.0,26,10000574.SH,0.0045,2.219,2.279,0.1423068228952286,put,-1.1538461538461535,0.1712896430696249,0.94,0.24886877828054926
59,126,2016-09-06,2.3,2689.0,50,10000706.SH,0.07,2.311,2.286,0.1418783612649499,put,-0.6,0.1970068886643648,1,619,2.15,2931.0,50,10000710.SH,0.0109,2.311,2.286,0.1418783612649499,put,-0.6,0.169195732945621,0.94,-0.6
60,127,2016-09-07,2.3,2344.0,49,10000706.SH,0.06,2.311,2.29,0.1416548152867771,put,-0.6122448979591837,0.1748393363097309,1,622,2.15,2163.0,49,10000710.SH,0.0105,2.311,2.29,0.1416548152867771,put,-0.6122448979591837,0.1716883979437947,0.94,-0.6122448979591837
61,128,2016-09-08,2.3,1717.0,48,10000706.SH,0.06,2.311,2.29,0.1401651649125748,put,-0.625,0.1764229713249504,1,625,2.15,1017.0,48,10000710.SH,0.0097,2.311,2.29,0.1401651649125748,put,-0.625,0.1689495658857822,0.94,-0.625
62,129,2016-09-09,2.3,2813.0,47,10000706.SH,0.06,2.311,2.28,0.1410089949870735,put,-0.6382978723404256,0.1624165424570441,1,628,2.15,1489.0,47,10000710.SH,0.009,2.311,2.28,0.1410089949870735,put,-0.6382978723404256,0.1591061617460549,0.94,-0.6382978723404256
63,139,2016-09-27,2.25,25823.0,29,10000705.SH,0.04,2.311,2.229,0.084262480820158,put,-1.0344827586206895,0.1225492804769277,1,648,2.1,1916.0,29,10000712.SH,0.0018,2.311,2.229,0.084262480820158,put,-1.0344827586206895,0.1343090325926542,0.94,-1.0344827586206897
64,141,2016-09-29,2.25,19495.0,27,10000705.SH,0.04,2.311,2.23,0.0864734008777375,put,-1.1111111111111112,0.1287309943050145,1,653,2.1,3493.0,27,10000712.SH,0.0014,2.311,2.23,0.0864734008777375,put,-1.1111111111111112,0.1329364575190544,0.94,-1.1111111111111112
65,142,2016-09-30,2.25,16619.0,26,10000705.SH,0.04,2.311,2.235,0.0870587481641912,put,-1.1538461538461535,0.1427421319375038,1,656,2.1,4288.0,26,10000712.SH,0.0019,2.311,2.235,0.0870587481641912,put,-1.1538461538461535,0.1480025968365669,0.94,-1.1538461538461537
66,149,2016-10-18,2.25,17289.0,36,10000721.SH,0.02,2.415,2.282,0.1064505487210175,put,-0.8333333333333334,0.1252560452520847,1,676,2.15,5599.0,36,10000719.SH,0.0035,2.415,2.282,0.1064505487210175,put,-0.8333333333333334,0.1398879053449034,0.94,-0.8333333333333334
67,150,2016-10-19,2.3,13190.0,35,10000722.SH,0.05,2.415,2.279,0.1065200437025209,put,-0.8571428571428571,0.1471228923241794,1,679,2.15,5288.0,35,10000719.SH,0.0035,2.415,2.279,0.1065200437025209,put,-0.8571428571428571,0.1394965414429902,0.94,-0.8571428571428571
68,151,2016-10-20,2.3,8968.0,34,10000722.SH,0.05,2.415,2.28,0.105506604364928,put,-0.8823529411764706,0.1509671515714824,1,683,2.15,2084.0,34,10000719.SH,0.0029,2.415,2.28,0.105506604364928,put,-0.8823529411764706,0.1359567425689697,0.94,-0.8823529411764706
69,152,2016-10-21,2.3,23582.0,33,10000722.SH,0.04,2.415,2.295,0.0965842039591078,put,-0.9090909090909092,0.1449397540915608,1,687,2.15,3615.0,33,10000719.SH,0.0024,2.415,2.295,0.0965842039591078,put,-0.9090909090909092,0.143018220514059,0.94,-0.9090909090909091
70,158,2016-11-08,2.35,8258.0,50,10000670.SH,0.06,2.278,2.338,0.0971258422109068,put,0.1200000000000006,0.1669609175118208,1,713,2.2,7537.0,50,10000623.SH,0.01,2.278,2.338,0.0971258422109068,put,-0.6,0.1623775610388517,0.94,0.2640000000000009
71,160,2016-11-10,2.35,14757.0,48,10000670.SH,0.05,2.278,2.344,0.100677298600421,put,0.2750000000000008,0.1491602972731888,1,728,2.2,12846.0,48,10000623.SH,0.0065,2.278,2.344,0.100677298600421,put,-0.625,0.149230571114242,0.94,0.4094827586206905
72,167,2016-11-21,2.4,47982.0,37,10000693.SH,0.05,2.278,2.39,0.0959261932365195,put,1.167567567567566,0.1572510873142481,1,785,2.25,14382.0,37,10000624.SH,0.0045,2.278,2.39,0.0959261932365195,put,-0.8108108108108109,0.146736237186849,0.94,1.363231363231361
73,171,2016-11-25,2.45,33393.0,33,10000694.SH,0.04,2.278,2.451,0.0909131062950011,put,3.000000000000003,0.1464054315737486,1,824,2.3,24716.0,33,10000662.SH,0.0036,2.278,2.451,0.0909131062950011,put,4.646464646464595,0.1513926689177751,0.94,2.8371628371628455
74,173,2016-11-29,2.45,28758.0,29,10000744.SH,0.04,2.278,2.446,0.0990317018065824,put,3.41379310344828,0.1463477343064546,1,845,2.3,20466.0,29,10000670.SH,0.007,2.278,2.446,0.0990317018065824,put,2.216748768472877,0.1872249368826746,0.94,3.6677115987460924
75,173,2016-11-29,2.45,28758.0,29,10000744.SH,0.04,2.278,2.446,0.0990317018065824,put,3.41379310344828,0.1463477343064546,1,846,2.3,13877.0,29,10000772.SH,0.0068,2.278,2.446,0.0990317018065824,put,2.312373225152099,0.1856712829887867,0.94,3.639385126713763
76,174,2016-11-29,2.45,25601.0,29,10000775.SH,0.05,2.278,2.446,0.0990317018065824,put,2.524137931034486,0.1827179935261011,1,845,2.3,20466.0,29,10000670.SH,0.007,2.278,2.446,0.0990317018065824,put,2.216748768472877,0.1872249368826746,0.94,2.5741780272654453
77,174,2016-11-29,2.45,25601.0,29,10000775.SH,0.05,2.278,2.446,0.0990317018065824,put,2.524137931034486,0.1827179935261011,1,846,2.3,13877.0,29,10000772.SH,0.0068,2.278,2.446,0.0990317018065824,put,2.312373225152099,0.1856712829887867,0.94,2.5574712643678246
78,189,2016-12-12,2.4,2444.0,44,10000757.SH,0.06,2.357,2.386,0.1345127474412524,put,-0.1931818181818214,0.1700028986415863,1,907,2.25,3194.0,44,10000754.SH,0.0085,2.357,2.386,0.1345127474412524,put,-0.6818181818181818,0.1588241723126173,0.94,-0.11253309796999506
79,189,2016-12-12,2.4,2444.0,44,10000757.SH,0.06,2.357,2.386,0.1345127474412524,put,-0.1931818181818214,0.1700028986415863,1,908,2.25,3343.0,44,10000818.SH,0.0087,2.357,2.386,0.1345127474412524,put,-0.6818181818181818,0.1599809786800145,0.94,-0.11031366294524578
80,190,2016-12-12,2.4,14932.0,44,10000784.SH,0.06,2.357,2.386,0.1345127474412524,put,-0.1931818181818214,0.1700028986415863,1,907,2.25,3194.0,44,10000754.SH,0.0085,2.357,2.386,0.1345127474412524,put,-0.6818181818181818,0.1588241723126173,0.94,-0.11253309796999506
81,190,2016-12-12,2.4,14932.0,44,10000784.SH,0.06,2.357,2.386,0.1345127474412524,put,-0.1931818181818214,0.1700028986415863,1,908,2.25,3343.0,44,10000818.SH,0.0087,2.357,2.386,0.1345127474412524,put,-0.6818181818181818,0.1599809786800145,0.94,-0.11031366294524578
82,228,2017-01-16,2.3,29582.0,37,10000838.SH,0.03,2.396,2.339,0.117006818287717,put,-0.8108108108108109,0.1666305291310251,1,972,2.2,10024.0,37,10000836.SH,0.0046,2.396,2.339,0.117006818287717,put,-0.8108108108108109,0.1499933909766674,0.94,-0.8108108108108109
83,229,2017-01-17,2.35,12183.0,36,10000839.SH,0.05,2.396,2.329,0.0891783604990136,put,-0.8333333333333334,0.1424702752886116,1,974,2.2,4040.0,36,10000836.SH,0.0032,2.396,2.329,0.0891783604990136,put,-0.8333333333333334,0.1318132681545018,0.94,-0.8333333333333334
84,230,2017-01-18,2.35,24952.0,35,10000839.SH,0.04,2.396,2.344,0.0905229389756252,put,-0.8571428571428571,0.1367397683958708,1,977,2.2,4931.0,35,10000836.SH,0.0027,2.396,2.344,0.0905229389756252,put,-0.8571428571428571,0.138941741686821,0.94,-0.8571428571428571
85,231,2017-01-19,2.35,20364.0,34,10000839.SH,0.04,2.396,2.334,0.0910156603228334,put,-0.8823529411764706,0.1202396612513363,1,980,2.2,5197.0,34,10000836.SH,0.003,2.396,2.334,0.0910156603228334,put,-0.8823529411764706,0.1370143668570518,0.94,-0.8823529411764706
86,232,2017-01-20,2.35,18450.0,33,10000839.SH,0.03,2.396,2.349,0.0902583395369205,put,-0.9090909090909092,0.1133616463111341,1,983,2.2,1246.0,33,10000836.SH,0.0017,2.396,2.349,0.0902583395369205,put,-0.9090909090909092,0.1330361164352894,0.94,-0.9090909090909091
87,233,2017-01-23,2.35,23731.0,30,10000839.SH,0.03,2.396,2.3480000000000003,0.0877787529826727,put,-1.0,0.1162998558062315,1,986,2.2,2622.0,30,10000836.SH,0.0016,2.396,2.3480000000000003,0.0877787529826727,put,-1.0,0.1368837135410309,0.94,-1.0
88,237,2017-02-03,2.35,4320.0,47,10000697.SH,0.04,2.336,2.342,0.0878015486894393,put,-0.4148936170212728,0.1177654736838042,1,1001,2.2,1103.0,47,10000679.SH,0.0032,2.336,2.342,0.0878015486894393,put,-0.6382978723404256,0.1245000203157663,0.94,-0.3954671600369987
89,237,2017-02-03,2.35,4320.0,47,10000697.SH,0.04,2.336,2.342,0.0878015486894393,put,-0.4148936170212728,0.1177654736838042,1,1002,2.2,2455.0,47,10000828.SH,0.003,2.336,2.342,0.0878015486894393,put,-0.6382978723404256,0.1226632445007562,0.94,-0.3967797584818821
90,238,2017-02-03,2.35,12900.0,47,10000793.SH,0.04,2.336,2.342,0.0878015486894393,put,-0.4148936170212728,0.1177654736838042,1,1001,2.2,1103.0,47,10000679.SH,0.0032,2.336,2.342,0.0878015486894393,put,-0.6382978723404256,0.1245000203157663,0.94,-0.3954671600369987
