exchange;cal_date;ivix;ivixx
SSE;20220330;20.36539165;
SSE;20220331;20.3071198;
SSE;20220401;19.71031715;
SSE;20220406;19.6376058;
SSE;20220407;20.58842186;
SSE;20220408;19.8459448;
SSE;20220411;22.66634753;
SSE;20220412;21.46708345;
SSE;20220413;21.34457828;
SSE;20220414;20.25310059;
SSE;20220415;20.33795955;
SSE;20220418;21.23770028;
SSE;20220419;21.07325774;
SSE;20220420;22.33699895;
SSE;20220421;23.52768074;
SSE;20220422;22.81019897;
SSE;20220425;26.75163504;
SSE;20220426;28.4726675;
SSE;20220427;26.25479644;
SSE;20220428;23.41198451;
SSE;20220429;22.48038666;
SSE;20220505;22.80309205;
SSE;20220506;23.95442619;
SSE;20220509;24.47331434;
SSE;20220510;24.33854875;
SSE;20220511;23.36355742;
SSE;20220512;23.79878111;
SSE;20220513;23.17066228;
SSE;20220516;23.49094971;
SSE;20220517;22.56520974;
SSE;20220518;21.85973687;
SSE;20220519;21.88953856;
SSE;20220520;21.83207462;
SSE;20220523;21.15491418;
SSE;20220524;21.75710958;
SSE;20220525;20.98526393;
SSE;20220526;20.27473392;
SSE;20220527;19.63403231;
SSE;20220530;19.90016022;
SSE;20220531;20.21258753;
SSE;20220601;20.08092513;
SSE;20220602;19.96257568;
SSE;20220606;20.33013678;
SSE;20220607;20.58300408;
SSE;20220608;21.15239551;
SSE;20220609;20.65548784;
SSE;20220610;20.24735652;
SSE;20220613;21.17322672;
SSE;20220614;21.28332611;
SSE;20220615;22.23989153;
SSE;20220616;20.84843419;
SSE;20220617;21.45227543;
SSE;20220620;21.93723584;
SSE;20220621;21.36339116;
SSE;20220622;20.11565055;
SSE;20220623;20.32851649;
SSE;20220624;19.47647927;
SSE;20220627;20.68061634;
SSE;20220628;20.55486365;
SSE;20220629;20.62163554;
SSE;20220630;22.26355601;
SSE;20220701;21.99741846;
SSE;20220704;22.2781467;
SSE;20220705;22.20732971;
SSE;20220706;21.41778523;
SSE;20220707;20.94105708;
SSE;20220708;20.2868104;
SSE;20220711;20.88768048;
SSE;20220712;20.38273847;
SSE;20220713;20.0559933;
SSE;20220714;19.78274065;
SSE;20220715;20.0139924;
SSE;20220718;20.60070437;
SSE;20220719;20.35526678;
SSE;20220720;19.65419859;
SSE;20220721;19.79728702;
SSE;20220722;19.29735804;
SSE;20220725;19.97049194;
SSE;20220726;18.97444492;
SSE;20220727;19.41675764;
SSE;20220728;19.23959065;
SSE;20220729;20.28706143;
SSE;20220801;20.69677979;
SSE;20220802;24.05433841;
SSE;20220803;22.59278192;
SSE;20220804;20.68847675;
SSE;20220805;19.1981018;
SSE;20220808;19.3747617;
SSE;20220809;19.17061625;
SSE;20220810;19.50585571;
SSE;20220811;19.610259;
SSE;20220812;18.77211509;
SSE;20220815;19.28769322;
SSE;20220816;18.80750334;
SSE;20220817;18.55196715;
SSE;20220818;19.13590162;
SSE;20220819;18.47622632;
SSE;20220822;18.18293491;
SSE;20220823;17.95884727;
SSE;20220824;18.74887001;
SSE;20220825;17.9737063;
SSE;20220826;16.88179189;
SSE;20220829;17.68763157;
SSE;20220830;17.27234883;
SSE;20220831;17.4076826;
SSE;20220901;17.60111337;
SSE;20220902;18.00642326;
SSE;20220905;18.7297107;
SSE;20220906;17.58559057;
SSE;20220907;17.49639592;
SSE;20220908;16.96016186;
SSE;20220909;16.44601605;
SSE;20220913;16.67323086;
SSE;20220914;16.78232289;
SSE;20220915;17.01668149;
SSE;20220916;18.25724895;
SSE;20220919;18.65591479;
SSE;20220920;17.98835035;
SSE;20220921;18.85037097;
SSE;20220922;19.03150943;
SSE;20220923;18.96390091;
SSE;20220926;19.64751312;
SSE;20220927;18.64994201;
SSE;20220928;19.18253436;
SSE;20220929;18.56586939;
SSE;20220930;17.92373318;
SSE;20221010;19.46319582;
SSE;20221011;19.54107959;
SSE;20221012;19.91079992;
SSE;20221013;20.45956862;
SSE;20221014;19.18725266;
SSE;20221017;19.34910565;
SSE;20221018;18.59639881;
SSE;20221019;19.19775218;
SSE;20221020;19.99974734;
SSE;20221021;20.36653938;
SSE;20221024;23.76741779;
SSE;20221025;23.81043269;
SSE;20221026;22.19388186;
SSE;20221027;21.96810664;
SSE;20221028;23.5237592;
SSE;20221031;25.36949368;
SSE;20221101;22.92112312;
SSE;20221102;21.83554389;
SSE;20221103;22.73283359;
SSE;20221104;22.52558012;
SSE;20221107;23.28703519;
SSE;20221108;22.18237917;
SSE;20221109;21.83413918;
SSE;20221110;22.06448978;
SSE;20221111;21.63283903;
SSE;20221114;24.33589511;
SSE;20221115;23.63334789;
SSE;20221116;23.39982842;
SSE;20221117;23.31856574;
SSE;20221118;22.61510634;
SSE;20221121;22.10019594;
SSE;20221122;22.56077613;
SSE;20221123;22.60536729;
SSE;20221124;23.00676858;
SSE;20221125;21.92801549;
SSE;20221128;23.06237697;
SSE;20221129;24.18429545;
SSE;20221130;23.49378516;
SSE;20221201;20.66032887;
SSE;20221202;20.46212059;
SSE;20221205;20.65261023;
SSE;20221206;20.60523939;
SSE;20221207;20.57376991;
SSE;20221208;20.02465844;
SSE;20221209;19.66010214;
SSE;20221212;19.89879338;
SSE;20221213;19.98498371;
SSE;20221214;19.53063071;
SSE;20221215;18.7716202;
SSE;20221216;18.42088445;
SSE;20221219;19.00443383;
SSE;20221220;19.4036767;
SSE;20221221;18.88897005;
SSE;20221222;17.70883032;
SSE;20221223;18.40266104;
SSE;20221226;18.58776974;
SSE;20221227;17.99951558;
SSE;20221228;17.53053181;
SSE;20221229;17.24361323;
SSE;20221230;16.68730973;
SSE;20230103;16.90883894;
SSE;20230104;16.83355008;
SSE;20230105;16.97778318;
SSE;20230106;17.30366998;
SSE;20230109;18.65269764;
SSE;20230110;18.57887821;
SSE;20230111;18.31438126;
SSE;20230112;18.19843689;
SSE;20230113;16.87788429;
SSE;20230116;18.25301483;
SSE;20230117;18.65330815;
SSE;20230118;19.19376735;
SSE;20230119;19.84711659;
SSE;20230120;18.79538753;
SSE;20230130;19.67071197;
SSE;20230131;18.83424474;
SSE;20230201;19.21472149;
SSE;20230202;19.36530375;
SSE;20230203;19.54844151;
SSE;20230206;20.49918972;
SSE;20230207;20.14353215;
SSE;20230208;19.65881406;
SSE;20230209;19.27691863;
SSE;20230210;18.48177056;
SSE;20230213;18.67281752;
SSE;20230214;18.48346367;
SSE;20230215;18.02531071;
SSE;20230216;18.33244185;
SSE;20230217;18.64540864;
SSE;20230220;18.94006752;
SSE;20230221;18.97954969;
SSE;20230222;18.49730028;
SSE;20230223;18.1147505;
SSE;20230224;18.52653796;
SSE;20230227;18.94334052;
SSE;20230228;18.07233296;
SSE;20230301;17.79142071;
SSE;20230302;17.73002375;
SSE;20230303;17.81352572;
SSE;20230306;17.6268324;
SSE;20230307;18.1279828;
SSE;20230308;17.97196733;
