,交易日期,行权价,成交量(手),到期剩余天数,期权代码,收盘价,到期ETF收盘价,现期ETF收盘价,monthly_RV,option_type,期权收益率,IV,在值程度
0,2016-02-02,1.8,3705.0,50,10000402.SH,0.04,2.171,1.975,0.4326345461511479,put,-0.02,0.38486299209344377,0.91
1,2016-02-02,1.85,2685.0,50,10000403.SH,0.06,2.171,1.975,0.4326345461511479,put,-0.02,0.4035740728257894,0.94
2,2016-02-02,1.9,1873.0,50,10000404.SH,0.08,2.171,1.975,0.4326345461511479,put,-0.02,0.40666004216140506,0.96
3,2016-02-03,1.8,3250.0,49,10000402.SH,0.04,2.171,1.953,0.39547372326051816,put,-0.02040816326530612,0.36524753053811193,0.92
4,2016-02-03,1.85,1545.0,49,10000403.SH,0.06,2.171,1.953,0.39547372326051816,put,-0.02040816326530612,0.3808377136304676,0.95
5,2016-02-03,1.9,1298.0,49,10000404.SH,0.08,2.171,1.953,0.39547372326051816,put,-0.02040816326530612,0.3804337731547951,0.97
6,2016-02-04,1.8,3307.0,48,10000402.SH,0.03,2.171,1.978,0.39961778420231253,put,-0.020833333333333332,0.3479044353240133,0.91
7,2016-02-04,1.85,2022.0,48,10000403.SH,0.05,2.171,1.978,0.39961778420231253,put,-0.020833333333333332,0.3742553375805318,0.94
8,2016-02-04,1.9,2080.0,48,10000404.SH,0.07,2.171,1.978,0.39961778420231253,put,-0.020833333333333332,0.3812660919982791,0.96
9,2016-02-05,1.8,2859.0,47,10000402.SH,0.04,2.171,1.968,0.3933336070204802,put,-0.02127659574468085,0.3890191026862859,0.91
10,2016-02-05,1.85,1201.0,47,10000403.SH,0.06,2.171,1.968,0.3933336070204802,put,-0.02127659574468085,0.40721853740370273,0.94
11,2016-02-05,1.9,723.0,47,10000404.SH,0.07,2.171,1.968,0.3933336070204802,put,-0.02127659574468085,0.3716070449326635,0.97
12,2016-02-15,1.8,7201.0,37,10000402.SH,0.04,2.171,1.949,0.3421824463181192,put,-0.02702702702702703,0.41330428780168293,0.92
13,2016-02-15,1.85,1812.0,37,10000403.SH,0.06,2.171,1.949,0.3421824463181192,put,-0.02702702702702703,0.4301905136420131,0.95
14,2016-02-16,1.8,11772.0,36,10000402.SH,0.03,2.171,2.001,0.3490985688381217,put,-0.027777777777777776,0.425978732338786,0.9
15,2016-02-16,1.85,2224.0,36,10000403.SH,0.04,2.171,2.001,0.3490985688381217,put,-0.027777777777777776,0.41056491930213573,0.92
16,2016-02-16,1.9,4058.0,36,10000404.SH,0.05,2.171,2.001,0.3490985688381217,put,-0.027777777777777776,0.3827959040461778,0.95
17,2016-02-17,1.95,2993.0,35,10000377.SH,0.06,2.171,2.013,0.3225671699742978,put,-0.02857142857142857,0.3669329106310904,0.97
18,2016-02-17,1.8,4405.0,35,10000402.SH,0.02,2.171,2.013,0.3225671699742978,put,-0.02857142857142857,0.38179442730540036,0.89
19,2016-02-17,1.85,2228.0,35,10000403.SH,0.03,2.171,2.013,0.3225671699742978,put,-0.02857142857142857,0.3776451116386652,0.92
20,2016-02-17,1.9,2796.0,35,10000404.SH,0.04,2.171,2.013,0.3225671699742978,put,-0.02857142857142857,0.35742394798597693,0.94
21,2016-02-18,1.95,2690.0,34,10000377.SH,0.06,2.171,2.011,0.3220758363510367,put,-0.029411764705882353,0.3689263273742498,0.97
22,2016-02-18,1.8,6083.0,34,10000402.SH,0.02,2.171,2.011,0.3220758363510367,put,-0.029411764705882353,0.3851140467317104,0.9
23,2016-02-18,1.85,3243.0,34,10000403.SH,0.03,2.171,2.011,0.3220758363510367,put,-0.029411764705882353,0.3806102028151154,0.92
24,2016-02-18,1.9,3264.0,34,10000404.SH,0.04,2.171,2.011,0.3220758363510367,put,-0.029411764705882353,0.35976873393440256,0.94
25,2016-02-19,1.95,3308.0,33,10000377.SH,0.05,2.171,2.006,0.3212954329613362,put,-0.030303030303030304,0.32206333133935927,0.97
26,2016-02-19,1.8,6911.0,33,10000402.SH,0.02,2.171,2.006,0.3212954329613362,put,-0.030303030303030304,0.38537559178221226,0.9
27,2016-02-19,1.85,4362.0,33,10000403.SH,0.02,2.171,2.006,0.3212954329613362,put,-0.030303030303030304,0.3207926801573635,0.92
28,2016-02-19,1.9,6280.0,33,10000404.SH,0.03,2.171,2.006,0.3212954329613362,put,-0.030303030303030304,0.30792142118161914,0.95
