,交易日期,CV_22,intensity_22,size_22,sizevol_22
0,2016-03-08,0.0011011489906596924,1,0.11080872737070666,2.51718174785121
1,2016-04-08,0.0008047416505956728,2,0.14236357601380692,4.408298555449945
2,2016-05-11,0.0004038264832088437,2,0.10153125069932085,2.046325195445342
3,2016-06-14,0.00031970524218118536,2,0.10472331402526584,2.2811999194769004
4,2016-07-14,0.0003131441775632017,2,0.09881959967690183,1.9238646896677607
5,2016-08-15,0.0003014590821052328,5,0.07027991073537163,0.8812009803019982
6,2016-09-14,0.0002270579229963708,3,0.0809764051033829,1.2459105624129196
7,2016-10-25,0.00015093505489242808,2,0.05762686292167974,0.5778522483754394
8,2016-11-24,0.00021517707139620662,2,0.06768920725343834,0.8499606520280046
9,2016-12-26,0.0003542735835626364,2,0.09358802820507216,1.7605593471067151
10,2017-01-26,0.00018971576289195812,1,0.06121784742541041,0.6596086828388462
11,2017-03-06,0.00014913113422791084,1,0.0566335697730959,0.6030039417807428
12,2017-04-07,0.00015574103961726385,2,0.06547969640972619,0.7460744844110634
13,2017-05-10,0.00014985290178543622,3,0.05531131260877037,0.5109357777627778
14,2017-06-13,0.00024540126889532903,2,0.06573266661685592,0.8144978621926124
15,2017-07-13,0.0003054523240906048,2,0.10462525490106744,2.3918645414859556
16,2017-08-14,0.00036637587223173974,1,0.06710552416980303,0.8736436693172588
17,2017-09-13,0.00024551242289857274,0,0.0,0.0
18,2017-10-20,0.00015653400721790043,0,0.0,0.0
19,2017-11-21,0.0002485487930537426,1,0.05562184705845866,0.5847477838503005
20,2017-12-21,0.0004542811402133604,0,0.0,0.0
21,2018-01-23,0.0003423232260527957,0,0.0,0.0
22,2018-03-01,0.0008721553590375012,2,0.12766509206779802,3.626491440544421
23,2018-04-02,0.00043862808901182795,3,0.09858022635536495,2.1024025807760967
24,2018-05-08,0.0005294581375919233,3,0.12199925640174185,3.234845278054195
25,2018-06-07,0.00033492853027542965,0,0.0,0.0
26,2018-07-10,0.0007350456924153075,2,0.10919842064252797,2.557839089541662
27,2018-08-09,0.0006865537748507572,5,0.13430226965459155,3.9033528584492956
28,2018-09-10,0.0006836549510873097,6,0.15782453101777977,5.47590909110492
29,2018-10-18,0.0006445749563185516,3,0.13947035941419056,4.337915533414168
30,2018-11-19,0.0008629893810428584,10,0.158940427737492,5.663918317287465
31,2018-12-19,0.0003337093912386692,1,0.1011614193174647,2.149133698658898
32,2019-01-22,0.0004467777538745518,5,0.12502533365305712,3.329584455262915
33,2019-02-28,0.0006324023768027277,4,0.10016954067319493,2.087127147112964
34,2019-04-01,0.0008738682509021271,4,0.14949191511400933,4.983708717641585
35,2019-05-07,0.000827078822204788,2,0.15539323769292276,5.52982518563757
36,2019-06-06,0.0006678021386200282,2,0.21303741655888858,10.529616361361725
37,2019-07-09,0.0003974523759722269,0,0.0,0.0
38,2019-08-08,0.00030246408822855793,3,0.12110096087121364,3.206947674016942
39,2019-09-09,0.0002713087487408304,0,0.0,0.0
40,2019-10-17,0.000215846714024358,1,0.09666364447881576,2.0276814171534463
41,2019-11-18,0.00023960577306262446,0,0.0,0.0
42,2019-12-18,0.00017881498147858074,0,0.0,0.0
43,2020-01-20,0.00022136033485936523,0,0.0,0.0
44,2020-02-27,0.00047516253948808984,2,0.13102679512402338,3.8457523745944835
45,2020-03-30,0.0010259741728139919,3,0.16722576415166313,6.254952805898544
46,2020-04-30,0.00029696970686737335,1,0.09206194314570869,1.7883657691852346
47,2020-06-04,0.0002470037406381633,0,0.0,0.0
48,2020-07-08,0.0005171196915595648,2,0.16226780359972987,5.858850038965032
49,2020-08-07,0.0011372032616273518,3,0.17282375578339057,6.899700180362708
50,2020-09-08,0.0005893709620855857,0,0.0,0.0
51,2020-10-16,0.0003519297555072212,0,0.0,0.0
52,2020-11-17,0.00036454583717134703,0,0.0,0.0
53,2020-12-17,0.00040125545365213305,1,0.06260428835542044,0.7799665276541533
54,2021-01-19,0.0006946780423329177,1,0.16614176439933606,6.431680590009971
55,2021-02-25,0.0005936721041869045,0,0.0,0.0
56,2021-03-29,0.0009089861802238136,0,0.0,0.0
57,2021-04-29,0.00038280178542568727,0,0.0,0.0
58,2021-06-03,0.0005134579110827053,0,0.0,0.0
59,2021-07-06,0.0004337252582316585,0,0.0,0.0
60,2021-08-05,0.0006315043538994854,0,0.0,0.0
61,2021-09-06,0.0007013977525950494,0,0.0,0.0
62,2021-10-15,0.0005523059573388562,1,0.09765514310555876,2.0885663319835257
63,2021-11-16,0.00036086256793097253,0,0.0,0.0
64,2021-12-16,0.00028018522857859677,1,0.07246288080770796,1.1079716733134606
65,2022-01-18,0.000304007931246984,0,0.0,0.0
66,2022-02-24,0.0004213871797200651,0,0.0,0.0
67,2022-03-28,0.0009934862067404156,0,0.0,0.0
68,2022-04-29,0.000773973094219246,0,0.0,0.0
69,2022-06-06,0.0004959027891709973,0,0.0,0.0
70,2022-07-06,0.0006592895761417367,0,0.0,0.0
71,2022-08-05,0.00041197839968137005,0,0.0,0.0
72,2022-09-06,0.00033033916182820857,0,0.0,0.0
73,2022-10-14,0.00039650881592287295,0,0.0,0.0
74,2022-11-15,0.0008786016236936637,0,0.0,0.0
75,2022-12-15,0.0005158921305785753,1,0.14879594088394113,4.9816812186558055
76,2023-01-17,0.00031785376170321726,0,0.0,0.0
77,2023-02-23,0.00036761485434901893,0,0.0,0.0
78,2023-03-27,0.0003569673537507774,0,0.0,0.0
